,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_reer,us_oil_price,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_sp500_close,us_sp500_qoq_growth
2013-12-31,93.6104804185167,1.233471,6.933333,100.7515,18016.147,3.0091449601746367,2.9,82.06,98.17,25547.606,1.194448003856441,3.1315280704709014,100.5175,13.72,1848.3599853515625,9.920010209609131
2014-03-31,94.2967836390594,1.405456,6.666667,100.8007,17953.974,1.6508175559380112,2.72,83.33,101.57,25734.748,0.7325226481103453,3.776024507431064,101.8942,13.88,1872.3399658203125,1.2973652675233094
2014-06-30,94.685294524021,2.050846,6.2,100.942,18185.911,2.6891521587272926,2.6,83.38,106.07,25987.556,0.9823605033940863,3.9260258641377943,102.735,11.57,1960.22998046875,4.694126934898324
2014-09-30,95.4488500212256,1.783154,6.066667,100.9466,18406.941,3.059782928201682,2.53,84.63,91.17,26171.607,0.7082274300822977,3.666125261946873,103.0641,16.31,1972.2900390625,0.6152369218874076
2014-12-31,96.8051681274448,1.248028,5.7,100.79,18500.031,2.6858351011456394,2.21,87.77,53.45,26475.049,1.1594320516886913,3.630254044155845,103.7044,19.2,2058.89990234375,4.391335025066545
2015-03-31,98.574511441529,-0.06269593,5.533333,100.4775,18666.621,3.9692994988184793,2.04,92.44,47.72,26681.023,0.7779928943663306,3.6770323144411643,101.8914,15.29,2067.889892578125,0.4366404711633187
2015-06-30,99.3463064947448,-0.03827201,5.433333,100.1404,18782.243,3.2790878609270546,2.36,92.4,59.48,27099.713,1.569242678588445,4.2795751936042015,100.571,18.23,2063.110107421875,-0.23114311711688318
2015-09-30,100.291901617658,0.1095034,5.1,99.63113,18857.418,2.4473213664345517,2.17,95.55,45.06,27387.493,1.0619300654586272,4.645820946340806,100.7547,24.5,1920.030029296875,-6.935164420467954
2015-12-31,101.787280446068,0.4662646,5.033333,99.25893,18892.206,2.119861312664817,2.24,96.42,37.13,27540.109,0.5572470616423519,4.022882072852818,99.0417,18.21,2043.93994140625,6.453540320655904
2016-03-31,103.001953519955,1.080267,4.9,99.09669,19001.69,1.7950168913805964,1.89,95.73,36.94,27835.902,1.0740444055613585,4.328465966241235,98.3096,13.95,2059.739990234375,0.7730192315364315
2016-06-30,103.822044640492,1.047063,4.933333,99.10478,19062.709,1.493250832714721,1.64,96.43,48.27,28121.919,1.0275111616645516,3.7720178069782673,98.8833,15.63,2098.860107421875,1.8992745381929854
2016-09-30,105.009110012726,1.117615,4.9,99.25753,19197.938,1.8057615310855146,1.63,96.61,47.72,28467.669,1.2294680174564254,3.944048474973605,98.7457,13.29,2168.27001953125,3.3070289851110823
2016-12-31,106.145280524029,1.800621,4.766667,99.67922,19304.352,2.1815663030564147,2.49,101.15,53.75,28626.556,0.5581314016261718,3.9449625998212223,99.0214,14.04,2238.830078125,3.2542099442487427
2017-03-31,106.878052599422,2.53932,4.566667,99.9113,19398.343,2.0874616941966906,2.48,99.28,50.54,28966.27,1.186709291889665,4.060827631883468,99.0137,12.37,2362.719970703125,5.533688947125537
2017-06-30,108.499027862779,1.901991,4.366667,99.94785,19506.949,2.3304137937582903,2.19,96.84,46.02,29365.576,1.378520603446698,4.4223760121064215,100.3471,11.18,2423.409912109375,2.568647243803057
2017-09-30,109.745083635889,1.966925,4.333333,100.1694,19660.766,2.410821412174591,2.2,93.57,51.67,29686.352,1.0923538499636454,4.280937086910752,99.7954,9.51,2519.360107421875,3.9593052266169604
2017-12-31,110.741816962729,2.117558,4.166667,100.5725,19882.352,2.9941434967617697,2.4,94.38,60.46,30185.758,1.6822747368892,5.446697814434964,101.4644,11.04,2673.610107421875,6.122586427624599
2018-03-31,111.993606873921,2.214195,4.033333,100.905,20044.077,3.328810094759116,2.84,92.17,64.87,30413.27,0.7537064333451582,4.995465415464273,102.2067,19.97,2640.8701171875,-1.224561133408708
2018-06-30,112.698004980836,2.711887,3.933333,100.866,20150.476,3.2989628465220244,2.91,96.91,74.13,30982.652,1.8721498872038334,5.506706219554469,103.198,16.09,2718.3701171875,2.934638833451486
2018-09-30,113.749117494993,2.64094,3.766667,100.5482,20276.154,3.130030640718684,3.0,97.62,73.16,31297.757,1.017036888901579,5.428100428102467,104.1004,12.12,2913.97998046875,7.1958510007325005
2018-12-31,114.560196731927,2.203131,3.833333,99.93317,20304.874,2.125110751484538,2.83,98.55,45.15,31649.593,1.124157235932266,4.849422697949146,104.0936,25.42,2506.85009765625,-13.97160878047653
2019-03-31,115.708404627779,1.644936,3.866667,99.43452,20431.641,1.9335587266003706,2.57,97.69,60.19,31930.827,0.8885864661829945,4.989785708672567,102.8757,13.71,2834.39990234375,13.066190315637094
2019-06-30,116.407017775045,1.811376,3.633333,99.09541,20602.275,2.242125694698238,2.07,98.75,58.2,32290.786,1.1273087289596306,4.222149866318747,102.4375,15.08,2941.760009765625,3.7877544143682496
2019-09-30,117.657063019342,1.757488,3.6,98.95823,20843.322,2.797216868642849,1.7,100.11,54.09,32664.593,1.1576274420820765,4.3672011384074505,102.2917,16.24,2976.739990234375,1.1890834178392762
2019-12-31,119.158664152198,2.032914,3.6,99.17158,20985.448,3.3517765241980912,1.86,98.12,61.14,32941.707,0.8483620169398742,4.082561188069622,101.7003,13.78,3230.780029296875,8.534169591429386
2020-03-31,121.029317602844,2.118652,3.833333,97.75912,20709.212,1.3585350290757248,0.87,102.42,20.51,33855.658,2.774449423644021,6.028127614734191,97.4078,53.54,2584.590087890625,-20.0010503824639
2020-06-30,122.255809233522,0.3642956,13.0,96.27989,19077.992,-7.39861495878491,0.73,101.77,39.27,34521.688,1.9672634925600896,6.908788160189117,91.5934,30.43,3100.2900390625,19.952871969448594
2020-09-30,125.870959256677,1.222386,8.8,98.85346,20558.879,-1.3646720997737227,0.68,99.25,40.05,34736.284,0.6216266133915571,6.342313831983137,95.9669,26.37,3363.0,8.473722059144539
2020-12-31,130.825282385654,1.239488,6.766667,100.0358,20791.917,-0.9222152417236895,0.93,95.07,48.35,35072.866,0.9689637498357717,6.469485628052007,98.363,22.75,3756.070068359375,11.688078155199966
2021-03-31,134.030300409343,1.898514,6.233333,101.0647,21082.134,1.8007541764505586,1.61,96.76,59.19,35513.128,1.2552780830628274,4.895695720933846,98.3856,19.4,3972.889892578125,5.77251809132131
2021-06-30,137.982128416549,4.848945,5.933333,101.3568,21440.929,12.385669309432568,1.52,97.19,73.52,36492.706,2.7583546005860216,5.709506441284096,99.7987,15.83,4297.5,8.170629345361146
2021-09-30,142.267464049887,5.335693,5.066667,101.1822,21617.828,5.1508109950936465,1.37,98.68,75.22,37004.841,1.403390036354124,6.530799322115177,98.8579,23.14,4307.5400390625,0.23362510907505296
2021-12-31,145.203948652326,6.689106,4.166667,101.0861,21988.737,5.756179192135091,1.47,101.02,75.33,37773.874,2.078195660940696,7.701132835850943,100.5726,17.22,4766.18017578125,10.647379538196212
2022-03-31,148.597318866443,7.966707,3.866667,100.633,21932.71,4.034582077886428,2.13,102.44,100.53,38484.522,1.881321465730501,8.367029792475611,101.3907,20.56,4530.41015625,-4.9467290542075215
2022-06-30,150.540948036499,8.635612,3.633333,99.71288,21967.045,2.4537929303342976,3.14,107.43,107.76,39151.836,1.7339802219708211,7.2867438221764225,101.018,28.71,3785.3798828125,-16.445095427169687
2022-09-30,148.673356279946,8.329475,3.533333,99.05516,22125.625,2.3489732641040373,3.52,111.26,79.91,39621.446,1.1994584366362915,7.070980253637638,101.2918,31.62,3585.6201171875,-5.277139198948255
2022-12-31,147.540921859391,7.101672,3.566667,98.73925,22278.345,1.3170742821654535,3.62,107.45,80.16,39968.814,0.8767171193095669,5.810735748205209,99.7664,21.67,3839.5,7.080501406034023
2023-03-31,147.381040481967,5.80477,3.533333,98.59053,22439.607,2.3111462286238282,3.66,106.84,75.68,40248.554,0.6998956736619766,4.583744082880914,101.0205,18.7,4109.31005859375,7.027218611635622
2023-06-30,149.043363364415,3.974292,3.533333,98.70115,22580.499,2.792610476283919,3.75,107.26,70.66,40457.113,0.5181776219836287,3.333884520766772,100.1196,13.59,4450.3798828125,8.299929169508037
2023-09-30,151.299541979656,3.51429,3.633333,98.89146,22840.989,3.2331922827038895,4.38,109.14,90.77,40668.132,0.5215868962276105,2.641715802093625,101.0211,17.52,4288.0498046875,-3.647555543559855
2023-12-31,152.407510338912,3.243401,3.8,99.07044,23033.78,3.390893713155063,4.02,106.66,71.89,40892.094,0.5507063860223482,2.310000992273631,100.6031,12.45,4769.830078125,11.23541692334915
2024-03-31,152.760309697548,3.241019,3.833333,99.40149,23082.119,2.8632943527041155,4.21,108.39,83.96,41158.249,0.6508715352165684,2.2601929997286607,100.4575,13.01,5254.35009765625,10.158014260367798
2024-06-30,153.539549860848,3.198886,3.966667,99.46564,23286.508,3.1266315239534936,4.31,111.04,82.83,41489.309,0.8043588054486905,2.551333803773903,100.894,12.44,5460.47998046875,3.9230328961986416
2024-09-30,154.412835006889,2.621493,4.166667,99.67978,23478.57,2.7913896372876,3.72,108.79,68.75,41835.494,0.8343956752810744,2.8704588644494544,99.8084,16.73,5762.47998046875,5.530649339988525
2024-12-31,155.442612653776,2.744968,4.133333,100.0163,23586.542,2.3997884845648576,4.39,113.45,72.44,41746.359,-0.21306070868913896,2.0890713006773476,100.3273,17.35,5881.6298828125,2.0676844474530887
2025-03-31,155.349399988534,2.7363,4.133333,99.90885,23548.21,2.0192730138857806,4.28,112.92,71.87,41932.4,0.4456460502340054,1.8809133498366215,101.0404,22.28,5611.85009765625,-4.586820159231875
2025-06-30,154.557746808787,2.445232,4.2,99.85506,23770.976,2.0804665087611918,4.38,108.72,66.3,42224.199,0.6958795585275235,1.7712755833074967,101.4785,16.73,6204.9501953125,10.568708845304942
2025-09-30,153.894276899797,2.878037,4.333333,100.0479,24026.834,2.335167772142843,4.12,108.27,63.17,42637.245,0.9782210433405769,1.916437272140259,101.668,16.28,6688.4599609375,7.792323071187024
2025-12-31,153.937931550587,,4.45,100.4661,24065.956,2.032574338366322,4.14,107.5,57.26,,,,101.6781,14.95,6845.5,2.347925232111092
